id,date,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,yr_built,yr_renovated,zipcode,lat,long,sqft_living15,sqft_lot15
7203110240,2014-05-22T00:00:00Z,66e4,3,2.5,2450,4332,2,0,0,3,8,2450,0,2010,0,98053,47.6942,-122.016,2450,4154
0952006857,2015-01-22T00:00:00Z,37e4,3,2.5,1070,1219,2,0,0,3,7,720,350,2004,0,98116,47.5618,-122.384,1070,1254
3903200050,2015-03-24T00:00:00Z,263950,3,1.75,1700,11613,1,0,0,5,7,1180,520,1977,0,98092,47.2874,-122.187,1500,12377
3760000020,2014-10-22T00:00:00Z,36e4,3,1,1660,9600,1,0,0,3,7,1660,0,1963,0,98034,47.708,-122.216,2020,9600
1843200240,2015-05-05T00:00:00Z,2e5,2,1.5,1360,1898,2,0,0,3,7,1360,0,1978,0,98092,47.2852,-122.19,1360,1898
2472950350,2015-04-11T00:00:00Z,312500,4,2.5,2500,11983,1,0,0,3,7,1320,1180,1984,2008,98058,47.4292,-122.148,1460,9005
4338800500,2014-10-14T00:00:00Z,262500,3,2,1130,7200,1,0,0,4,6,1130,0,1944,0,98166,47.4779,-122.342,1270,7500
7852000110,2014-09-03T00:00:00Z,441500,3,2.5,2360,4670,2,0,0,3,7,2360,0,1998,0,98065,47.537,-121.871,2420,5620
3558900430,2015-04-14T00:00:00Z,615e3,3,2.25,2300,8067,1,0,0,4,8,1300,1000,1979,0,98034,47.7091,-122.198,2120,9524
7140600190,2014-09-05T00:00:00Z,233500,3,1.5,1580,10517,1,0,0,4,6,1580,0,1957,0,98002,47.2903,-122.214,1400,10658
7301300215,2015-03-18T00:00:00Z,37e4,4,2,1640,7200,1,0,0,3,7,1640,0,1963,0,98155,47.7471,-122.324,1500,9000
3303950760,2014-07-28T00:00:00Z,399900,4,2.5,2710,8127,2,0,0,3,8,2710,0,1994,0,98038,47.379,-122.032,2520,8436
1321059052,2015-04-09T00:00:00Z,449e3,5,2.5,2570,61855,1,0,0,4,7,1470,1100,1981,0,98092,47.3013,-122.109,1990,49658
9269750690,2015-01-05T00:00:00Z,299950,4,2.25,1810,7601,1,0,0,3,7,1080,730,1986,0,98023,47.2857,-122.358,1570,7601
1086100100,2014-08-11T00:00:00Z,476500,3,1,1060,8625,2,0,0,4,7,1060,0,1962,1997,98033,47.6615,-122.179,2010,8901
1370804446,2015-02-10T00:00:00Z,604e3,4,1.75,1490,4485,1,0,0,3,8,1350,140,1960,0,98199,47.6388,-122.399,1380,4846
3362401611,2015-03-25T00:00:00Z,1165e3,4,3.75,3920,4500,3,0,0,3,8,3920,0,2013,0,98103,47.6805,-122.346,2040,3000
1545805460,2015-02-04T00:00:00Z,252e3,3,2,1370,7500,1,0,0,3,7,1370,0,1997,0,98038,47.3634,-122.046,1420,7500
0524059323,2015-02-19T00:00:00Z,990400,3,2.5,2100,4097,2,0,0,3,9,2100,0,2008,0,98004,47.5983,-122.2,1820,4764
1555200590,2014-12-23T00:00:00Z,206e3,3,1,920,8400,1,0,0,3,7,920,0,1963,0,98032,47.3771,-122.287,1260,8400
2695600505,2015-04-13T00:00:00Z,399e3,4,1,1500,6388,1.5,0,0,4,7,1500,0,1951,0,98126,47.5303,-122.378,980,5366
3621059048,2014-10-10T00:00:00Z,395e3,3,1.75,2030,217800,1,0,2,4,8,2030,0,1977,0,98092,47.2618,-122.12,2570,216057
4045750010,2015-04-09T00:00:00Z,624950,3,2.5,2060,4730,2,0,0,4,8,2060,0,1994,0,98033,47.6874,-122.178,1980,5010
1062100075,2015-05-03T00:00:00Z,455e3,2,1,980,5000,1,0,0,4,7,980,0,1950,0,98155,47.7518,-122.279,1600,5965
2023039045,2014-11-03T00:00:00Z,295e3,2,1,1300,39639,1,0,0,4,6,1300,0,1960,0,98070,47.466,-122.452,1880,98881
9268200300,2014-05-20T00:00:00Z,49e4,3,1,1910,8190,1,0,0,4,7,1010,900,1946,0,98117,47.697,-122.365,1600,5042
2795000060,2014-12-22T00:00:00Z,722500,5,2.25,3700,7207,1,0,1,5,8,1850,1850,1970,0,98177,47.7736,-122.371,2340,7900
3158500290,2014-09-19T00:00:00Z,387990,4,2.5,2640,5595,2,0,0,3,8,2640,0,2011,0,98038,47.3551,-122.054,1840,5011
0567000401,2015-04-21T00:00:00Z,546e3,4,2.5,2100,1397,3,0,0,3,8,1580,520,2008,0,98144,47.5928,-122.295,1490,1201
2770604575,2015-05-06T00:00:00Z,56e4,3,1.75,1930,6000,1,0,0,3,8,1130,800,1956,0,98119,47.6516,-122.375,1870,6000
5095600360,2015-03-12T00:00:00Z,329950,3,1.75,1360,13320,1,0,0,4,7,1360,0,1985,0,98059,47.4625,-122.069,1580,13625
5315100806,2014-09-15T00:00:00Z,94e4,4,3,2720,11740,1,0,0,5,9,2720,0,1957,0,98040,47.5833,-122.242,2640,11740
3883800011,2014-11-05T00:00:00Z,82e3,3,1,860,10426,1,0,0,3,6,860,0,1954,0,98146,47.4987,-122.341,1140,11250
5095400460,2014-07-23T00:00:00Z,39e4,4,2.5,1840,15496,2,0,0,3,8,1840,0,1991,0,98059,47.4683,-122.07,1840,15040
2011000020,2014-08-26T00:00:00Z,265e3,3,1.75,1630,5999,1.5,0,0,4,7,1630,0,1985,0,98198,47.3816,-122.313,1540,7500
2944010210,2015-02-18T00:00:00Z,1093e3,4,2.5,3930,21894,2,0,0,3,11,3930,0,1987,0,98052,47.7209,-122.128,3930,20000
2540830020,2015-04-01T00:00:00Z,445e3,3,2.25,1630,6449,1,0,0,3,7,1310,320,1986,0,98011,47.7275,-122.232,1620,7429
4345000440,2015-02-23T00:00:00Z,241500,3,2,1310,7349,1,0,0,3,7,870,440,1995,0,98030,47.3639,-122.186,1690,6580
5152960080,2014-12-10T00:00:00Z,375e3,3,2.75,2200,9600,1,0,3,4,8,1570,630,1977,0,98003,47.3438,-122.323,2680,9896
1789900065,2014-07-09T00:00:00Z,215e3,3,1.75,1770,29004,1,0,0,3,8,1770,0,1959,0,98023,47.3204,-122.364,2300,24534
5315100277,2014-05-13T00:00:00Z,14e5,5,4.25,3530,7924,2,0,0,3,10,3530,0,2001,0,98040,47.5894,-122.243,1750,9226
1023059186,2015-01-26T00:00:00Z,252e3,3,1,1530,9465,1,0,0,4,7,1530,0,1960,0,98059,47.4915,-122.151,1530,9465
1328340630,2015-04-03T00:00:00Z,330490,3,2.75,1440,7350,1,0,0,4,7,1040,400,1980,0,98058,47.4431,-122.138,1510,7350
6054650070,2014-10-07T00:00:00Z,4e5,3,1.75,1370,9680,1,0,0,4,7,1370,0,1977,0,98074,47.6127,-122.045,1370,10208
1277000240,2015-04-02T00:00:00Z,735e3,3,2.5,2540,6762,2,0,0,3,10,2540,0,1998,0,98007,47.6239,-122.144,2870,6631
3313600266,2015-02-13T00:00:00Z,19e4,3,1,1180,8775,1,0,0,3,7,1180,0,1966,0,98002,47.2848,-122.223,1300,8100
7215400770,2014-06-23T00:00:00Z,26e4,4,2.5,2000,37045,2,0,0,3,8,2000,0,1989,0,98042,47.3398,-122.071,2390,36868
5493100366,2014-06-25T00:00:00Z,17e5,5,3.5,5850,22885,2,0,2,4,11,4670,1180,1978,0,98004,47.606,-122.211,3240,19020
2391600330,2015-04-10T00:00:00Z,505e3,2,1,810,5060,1,0,0,3,6,810,0,1941,0,98116,47.5635,-122.394,900,5060
5104511840,2014-08-27T00:00:00Z,449950,4,3,2800,6977,2,0,0,3,8,2800,0,2003,0,98038,47.3542,-122.014,2800,6600
3303000130,2015-04-28T00:00:00Z,52e4,3,2.25,1770,7667,1,0,0,3,8,1270,500,1966,0,98177,47.7724,-122.362,2180,8103
5631500967,2015-02-04T00:00:00Z,476e3,4,1.75,2340,17541,1,0,0,4,7,1360,980,1956,0,98028,47.745,-122.229,2250,9212
8078380230,2014-08-08T00:00:00Z,59e4,3,2.5,2210,8622,2,0,0,3,8,2210,0,1988,0,98029,47.5715,-122.02,2340,7192
3025059093,2014-07-29T00:00:00Z,31e5,5,5.25,5090,23669,2,0,0,3,12,5090,0,2006,0,98004,47.6297,-122.216,3830,22605
2767800140,2015-03-13T00:00:00Z,775e3,3,3,1820,4300,1.5,0,0,4,8,1620,200,1914,1983,98107,47.6711,-122.364,1440,4300
7715801030,2015-03-31T00:00:00Z,51e4,4,2.5,1620,8125,2,0,0,4,7,1620,0,1983,0,98074,47.6255,-122.059,1480,8120
3052700213,2014-08-29T00:00:00Z,461100,2,2.25,1210,1267,2,0,0,3,8,1120,90,2010,0,98117,47.6783,-122.376,1360,1349
9407001830,2014-07-17T00:00:00Z,338e3,5,2,1860,9000,2,0,0,3,7,1860,0,1980,0,98045,47.4484,-121.772,1390,9752
1825049013,2015-02-13T00:00:00Z,56e4,4,2,1380,4048,1.5,0,0,4,7,1380,0,1906,0,98103,47.6583,-122.344,1440,3956
1523049188,2015-04-30T00:00:00Z,84e3,2,1,700,20130,1,0,0,3,6,700,0,1949,0,98168,47.4752,-122.271,1490,18630
1651500060,2014-09-29T00:00:00Z,845e3,5,2,1720,9972,1,0,0,4,8,1720,0,1951,0,98004,47.6368,-122.218,2700,9023
9238901020,2014-09-16T00:00:00Z,289e3,2,1,780,4132,1,0,0,3,7,780,0,1942,0,98136,47.5324,-122.387,1100,5100
0424069130,2015-02-13T00:00:00Z,584999,4,2.75,2050,17859,1,0,0,4,7,1300,750,1967,0,98075,47.5945,-122.056,2960,20908
4074300150,2015-04-17T00:00:00Z,46e4,4,1.75,1560,7200,1,0,0,3,6,860,700,1943,0,98115,47.7001,-122.279,1420,7200
6882520050,2014-10-07T00:00:00Z,25e4,3,1,930,6060,1,0,0,4,6,930,0,1973,0,98118,47.5289,-122.28,1640,6364
3277801450,2015-04-15T00:00:00Z,39e4,4,1,1140,6250,1.5,0,0,3,6,1140,0,1958,0,98126,47.5433,-122.375,1140,1370
2739200050,2015-04-03T00:00:00Z,315e3,3,1.75,1860,9629,1,0,0,4,7,1240,620,1961,0,98059,47.4913,-122.143,1940,9629
3226049117,2015-02-13T00:00:00Z,387500,2,1,870,6126,1,0,0,4,7,870,0,1938,0,98125,47.7024,-122.322,1620,6126
1592080060,2015-04-17T00:00:00Z,262e3,3,2.5,1970,8727,2,0,0,3,7,1970,0,1995,0,98092,47.3263,-122.189,1670,9168
2131200885,2014-08-28T00:00:00Z,36e4,3,1.75,1830,10000,2,0,0,4,7,1830,0,1913,1964,98019,47.741,-121.979,1480,10000
2113700360,2014-06-27T00:00:00Z,315e3,6,4,3120,4240,2,0,2,4,7,2090,1030,1993,0,98106,47.5305,-122.353,1460,4240
7201600190,2015-02-20T00:00:00Z,43e4,4,1.75,1570,7650,1,0,0,3,7,1100,470,1975,0,98052,47.6801,-122.106,1580,7650
8699100160,2015-02-10T00:00:00Z,25e4,4,2,2170,5404,1.5,0,0,5,6,1470,700,1920,0,98002,47.3046,-122.22,1030,5477
6891100330,2015-03-25T00:00:00Z,799e3,4,2.75,3340,5677,2,0,0,3,9,3340,0,2011,0,98052,47.709,-122.118,3240,5643
6620400400,2014-08-13T00:00:00Z,309950,1,1,1120,11800,1.5,0,0,3,7,1120,0,1950,0,98168,47.5123,-122.331,2330,9290
7935000450,2014-09-19T00:00:00Z,105e4,3,2.25,2480,15022,1,0,4,3,9,1330,1150,1967,2003,98136,47.5497,-122.396,2500,8178
7853320550,2014-08-05T00:00:00Z,425e3,4,2.5,2070,4427,2,0,0,3,7,2070,0,2007,0,98065,47.5208,-121.869,2070,4556
0629000410,2015-02-17T00:00:00Z,915e3,3,2.75,2800,9750,1,0,0,5,7,1400,1400,1957,0,98004,47.5862,-122.202,2800,9530
3885804225,2014-06-24T00:00:00Z,101e4,2,2,1460,9052,1,0,2,5,6,1460,0,1900,0,98033,47.6857,-122.208,2554,7834
1226059112,2015-02-20T00:00:00Z,415e3,3,1,1360,73616,1,0,0,3,7,1360,0,1971,0,98072,47.7528,-122.119,2040,50965
1220000367,2014-07-16T00:00:00Z,32e4,3,2.5,1820,1855,2,0,0,3,8,1570,250,2008,0,98166,47.4643,-122.346,1470,6900
7936500190,2014-10-21T00:00:00Z,1339e3,4,3.75,2130,34689,1.5,1,4,3,9,2130,0,1955,0,98136,47.5489,-122.398,3030,28598
8682230550,2014-09-16T00:00:00Z,428e3,2,2,1350,4225,1,0,0,3,8,1350,0,2003,0,98053,47.7106,-122.03,1660,4225
3304300380,2015-01-08T00:00:00Z,6e5,5,2.75,3380,8179,2,0,0,3,9,3380,0,2011,0,98059,47.4827,-122.135,2840,8179
8691370500,2015-03-26T00:00:00Z,751e3,3,2.5,2840,6854,2,0,0,3,9,2840,0,2002,0,98075,47.6006,-121.978,2840,7398
9477101280,2014-12-30T00:00:00Z,424950,3,1.75,2090,7505,1,0,0,3,7,2090,0,1967,0,98034,47.7326,-122.194,1510,7416
3204850140,2014-11-12T00:00:00Z,362e3,5,2.5,2880,8216,2,0,0,3,8,2880,0,2001,0,98030,47.3747,-122.185,1960,7200
7889601270,2014-08-21T00:00:00Z,382e3,4,3.5,2530,3000,2,0,0,3,8,1850,680,2014,0,98146,47.4919,-122.336,1470,6000
6072100790,2015-04-08T00:00:00Z,648e3,5,2.25,2410,12000,2,0,0,4,8,2410,0,1973,0,98006,47.5434,-122.175,2080,12000
5072400100,2015-04-13T00:00:00Z,571e3,4,2.25,2290,9900,1,0,2,4,8,1550,740,1959,0,98166,47.4434,-122.343,2320,9900
1370803940,2014-10-07T00:00:00Z,485e3,3,1,1130,5758,1,0,0,3,7,960,170,1939,0,98199,47.6413,-122.401,1510,6000
7852190050,2014-06-26T00:00:00Z,62e4,6,3.5,3600,6875,2,0,0,3,8,2740,860,2004,0,98065,47.5401,-121.879,3150,6663
3303870050,2015-03-03T00:00:00Z,545e3,4,3.25,4386,12275,1,0,0,3,10,2356,2030,2006,0,98092,47.3329,-122.2,3060,10925
2391602250,2014-06-26T00:00:00Z,44e4,4,1.5,1770,5750,2,0,0,3,7,1770,0,1947,0,98116,47.5621,-122.394,970,5750
8856920110,2015-05-04T00:00:00Z,36e4,3,2.5,2150,14092,2,0,0,3,8,2150,0,1991,0,98058,47.4621,-122.129,2400,10699
0524059063,2014-05-06T00:00:00Z,18e5,5,5,4490,10279,2,0,0,3,10,3930,560,2013,0,98004,47.5974,-122.202,2490,10279
2587920110,2015-02-17T00:00:00Z,428e3,3,2.5,2230,32660,1,0,0,4,8,2230,0,1977,0,98042,47.3321,-122.105,2400,33120
4045500510,2014-05-21T00:00:00Z,420850,1,1,960,40946,1,0,0,5,5,960,0,1945,0,98014,47.6951,-121.864,1320,20350
7852020300,2015-03-13T00:00:00Z,525e3,3,2.5,2200,4544,2,0,0,3,8,2200,0,2000,0,98065,47.5319,-121.867,2400,5431
4123810210,2014-07-16T00:00:00Z,379950,3,1.75,2040,12065,1,0,0,3,8,2040,0,1987,0,98038,47.3756,-122.044,2010,11717
1921059213,2015-03-27T00:00:00Z,246e3,5,1.75,2030,10200,1,0,0,4,7,2030,0,1958,0,98002,47.2867,-122.209,1760,11550
3625049042,2014-10-11T00:00:00Z,3635e3,5,6,5490,19897,2,0,0,3,12,5490,0,2005,0,98039,47.6165,-122.236,2910,17600
1373800330,2015-04-20T00:00:00Z,1115e3,4,2.5,3690,11191,1,0,3,4,10,2190,1500,1951,0,98199,47.6434,-122.412,3460,8160
2597670470,2014-08-13T00:00:00Z,33e4,4,2.5,2080,7000,1,0,0,4,8,1400,680,1989,0,98058,47.4252,-122.163,2090,7082
3832500260,2014-05-09T00:00:00Z,26e4,3,2.5,1420,14850,1,0,0,4,7,1020,400,1963,0,98032,47.3661,-122.29,2060,8800
1387301430,2014-08-18T00:00:00Z,46e4,3,2.25,1650,7313,1,0,0,3,7,1220,430,1975,0,98011,47.7375,-122.194,1690,7252
4206901215,2014-06-12T00:00:00Z,92e4,4,3.25,2420,4000,1.5,0,0,5,9,1870,550,1911,0,98105,47.6567,-122.325,1810,4000
7922900250,2014-05-20T00:00:00Z,507500,3,2,2020,8118,1,0,0,3,7,1020,1000,1963,0,98008,47.5866,-122.118,1670,8118
2622059197,2014-12-10T00:00:00Z,365e3,4,2.5,2420,8404,2,0,0,3,8,2420,0,2013,0,98042,47.372,-122.13,2440,4822
2591720360,2014-12-26T00:00:00Z,375e3,3,2.5,2750,37096,2,0,0,3,9,2750,0,1989,0,98038,47.3732,-122.023,2700,40091
4046501300,2014-09-16T00:00:00Z,43e4,3,2.75,2600,12860,1,0,0,3,7,1350,1250,1965,0,98014,47.695,-121.918,2260,12954
1370801020,2014-07-09T00:00:00Z,125e4,4,2.5,2920,5500,1,0,3,3,10,2030,890,1957,0,98199,47.6406,-122.412,3790,5500
0705700390,2014-09-03T00:00:00Z,328e3,3,2.25,2020,8379,2,0,0,3,7,2020,0,1994,0,98038,47.3828,-122.023,2020,8031
7304300906,2014-06-13T00:00:00Z,304e3,3,1,1280,8184,1.5,0,0,4,6,1280,0,1947,0,98155,47.7467,-122.319,1120,8184
2560800165,2015-03-16T00:00:00Z,180500,2,1,850,5000,1,0,0,3,6,850,0,1976,0,98198,47.3817,-122.314,1160,5000
3578110020,2014-10-01T00:00:00Z,436e3,3,2.25,1800,6680,2,0,0,3,8,1800,0,1983,0,98034,47.7293,-122.223,1630,8621
2111011060,2014-06-18T00:00:00Z,507e3,5,3.25,3850,16249,2,0,2,3,9,3030,820,2002,0,98092,47.3324,-122.168,2640,7393
5469501940,2014-06-04T00:00:00Z,34e4,3,1.75,2190,12626,2,0,0,4,8,2190,0,1978,0,98042,47.3845,-122.154,3110,14592
2131200766,2014-05-22T00:00:00Z,307e3,3,1.5,2320,7500,1,0,0,3,7,2320,0,1976,0,98019,47.7413,-121.979,1480,10000
9560800290,2014-08-14T00:00:00Z,44e4,3,2.5,2060,11231,2,0,0,3,8,2060,0,1987,0,98072,47.7571,-122.141,2140,10224
3885808210,2015-01-20T00:00:00Z,1e6,3,2.5,2044,5610,2,0,0,4,9,2044,0,1996,0,98033,47.6791,-122.209,2440,5610
2111010890,2014-11-05T00:00:00Z,3e5,3,2.5,2240,3691,2,0,0,3,7,2240,0,2003,0,98092,47.3364,-122.169,2619,3691
7129303970,2015-03-04T00:00:00Z,239950,2,1,1280,5500,1,0,0,3,7,1280,0,1949,0,98118,47.5179,-122.264,1270,5500
9282801950,2014-08-18T00:00:00Z,279e3,4,1,1210,6000,1.5,0,2,3,7,1210,0,1943,0,98178,47.5026,-122.234,1470,6000
0621069074,2014-06-03T00:00:00Z,365e3,3,2.5,1720,99916,2,0,0,4,7,1720,0,1990,0,98042,47.3391,-122.093,1340,73180
6412100092,2015-01-05T00:00:00Z,362500,3,1,1520,9507,1,0,0,3,7,1520,0,1954,0,98125,47.7162,-122.324,1360,7219
3644100030,2015-02-09T00:00:00Z,432500,4,1.75,1500,1856,1,0,0,5,7,750,750,1901,0,98144,47.5917,-122.296,1220,1739
2023049245,2014-08-20T00:00:00Z,296e3,4,1.5,1370,9750,1,0,0,3,7,1070,300,1953,0,98168,47.4718,-122.323,1540,9789
2919200665,2014-11-03T00:00:00Z,734e3,3,1.75,2145,3840,1.5,0,0,5,8,2145,0,1910,0,98103,47.6875,-122.357,1140,3840
0824059140,2014-05-27T00:00:00Z,949880,4,2.25,2290,10687,2,0,0,3,9,2290,0,1978,0,98004,47.5878,-122.202,2290,10300
2473002650,2015-05-12T00:00:00Z,495e3,4,2.5,2400,11640,1,0,0,5,8,1800,600,1968,0,98058,47.4485,-122.139,2440,10823
6152900332,2014-08-01T00:00:00Z,415e3,4,2.5,1160,16008,1,0,0,4,7,1160,0,1989,0,98155,47.7643,-122.295,1570,12645
8835700330,2014-12-11T00:00:00Z,891500,3,2.5,3090,20785,2,0,0,4,10,3090,0,1991,0,98075,47.5602,-122.03,3400,7566
9522100375,2014-07-15T00:00:00Z,775e3,5,1.5,1720,5000,1.5,0,0,3,8,1720,0,1915,0,98103,47.6627,-122.355,1720,5000
5437810360,2014-11-07T00:00:00Z,224500,3,1.75,1300,7735,1,0,0,4,7,1300,0,1980,0,98022,47.1983,-122,1300,8941
0624069035,2014-12-09T00:00:00Z,275e4,4,4,4130,5575,2,1,4,4,10,2860,1270,1993,0,98075,47.5968,-122.083,2980,5575
0268500020,2014-11-06T00:00:00Z,282500,4,1,1650,9750,1,0,0,4,7,1650,0,1964,0,98059,47.4991,-122.164,1650,10112
9508850100,2014-11-03T00:00:00Z,666e3,3,2.25,2780,31510,2,0,0,3,8,2780,0,1979,0,98053,47.67,-122.024,2890,36400
3121500330,2015-03-23T00:00:00Z,75e4,3,2.5,2790,21043,2,0,0,3,9,2790,0,1993,0,98053,47.673,-122.03,2900,34589
8682230950,2015-03-17T00:00:00Z,559e3,2,2,1660,4500,1,0,0,3,8,1660,0,2003,0,98053,47.7094,-122.031,1670,5580
1331900410,2014-06-20T00:00:00Z,869e3,4,3,3740,30884,2,0,0,3,9,3060,680,1988,0,98072,47.7505,-122.117,3240,37031
1566100625,2014-08-04T00:00:00Z,45e4,3,2.25,1610,8296,2,0,0,3,8,1610,0,1978,0,98115,47.7,-122.297,1610,8288
3885803465,2015-04-09T00:00:00Z,698e3,3,1.75,1220,7447,1,0,0,4,7,1220,0,1964,0,98033,47.6886,-122.211,1340,7200
9265700005,2014-08-22T00:00:00Z,395e3,3,1.75,1740,6220,1,0,0,4,6,1740,0,1954,0,98177,47.762,-122.362,1630,8418
6204420180,2014-06-03T00:00:00Z,425e3,3,2.25,1870,9000,1,0,0,3,7,1440,430,1978,0,98011,47.7373,-122.198,1870,8640
8649400410,2015-04-17T00:00:00Z,375e3,3,1.75,2140,13598,1.5,0,0,4,7,1620,520,1970,0,98014,47.7139,-121.321,930,10150
7504001080,2015-03-04T00:00:00Z,59e4,4,2.5,2940,12600,1,0,0,4,8,1850,1090,1974,0,98074,47.6294,-122.062,2030,11770
2734100738,2014-10-29T00:00:00Z,246950,3,3.5,1790,1682,2,0,0,3,7,1480,310,2006,0,98108,47.542,-122.321,1150,4000
5457800740,2015-04-07T00:00:00Z,1e6,3,1.75,2610,6360,2,0,2,3,8,2130,480,1924,0,98109,47.6287,-122.351,3010,6000
4254000060,2014-10-02T00:00:00Z,525e3,4,2.75,2530,17856,2,0,0,3,8,2530,0,1998,0,98019,47.7356,-121.959,2530,14640
2892600056,2015-01-06T00:00:00Z,216e3,2,1,1130,12500,1,0,0,4,7,1130,0,1953,0,98055,47.4514,-122.187,1270,10798
2011400779,2014-12-02T00:00:00Z,385e3,4,2.75,2960,10454,1,0,1,3,8,2360,600,1979,0,98198,47.4006,-122.322,1870,10500
2413910190,2015-02-02T00:00:00Z,5e5,3,1.75,1690,48096,1,0,0,3,7,1690,0,1973,0,98053,47.6745,-122.061,2070,35160
6895300050,2014-10-02T00:00:00Z,529900,5,2.25,3030,9430,2,0,0,4,8,2600,430,1961,0,98133,47.7515,-122.353,2230,8425
7663700531,2015-01-06T00:00:00Z,325e3,2,1,620,14823,1,0,0,3,6,620,0,1926,0,98125,47.7322,-122.3,1400,7930
1021000060,2015-03-04T00:00:00Z,550500,2,1.5,930,7400,1,0,2,4,7,830,100,1909,0,98116,47.5691,-122.408,1920,4152
